Name,Description,Price,Image
"Bestar - Sutton 3-piece L-Shape Workstation, Lateral File and Cubby Bookcase","AssemblyRequiredTheSuttonofficesetwillimpressthemostdiscerningoftasteswithitsfinebalanceofrichstyling,warmtonesandmodernaccents.Itisdesignedtomaximizeproductivityandworkspacefortoday’sbusyofficeenvironments.AllaccessoriesfortheSuttonsetfeaturedurable2.5cm(1in.)commercial-gradeworksurfaceswithscratch-,stain-andburn-resistantmelaminefinish.3-pc.setincludes:L-shapeworkstation,lateralfile,andcubbybookcaseFeatures:Colour:BrownorgreyReadytoassembleMadeinCanadaL-ShapeWorkstation:Durable2.5cm(1in.)commercial-gradeworksurfacewithscratch,stainandburn-resistantmelaminefinishFullyreversibledesign,returnsetuponrightorleftsideKeyboardtrayonball-bearingslides2-TieredHutch:Uppersectionwithslidingfrosted-glassdoorsSidesectionwithopenstorageand1fixedshelfWithwiremanagementrailLateralFile:Durable2.5cm(1in.)commercial-gradeworksurfacewithscratch,stainandburn-resistantmelaminefinishBall-bearingslidesLetter/legalfilingsystemCubbyBookcase:4shelves8separatecompartmentsSpecifications:Dimensions(LxWxH)Workstation:159.3cmx165.1cmx159.5cm(62.7in.x65in.x62.8in.)Weight:111.6kg(246lb.)Lateralfile:71.1cmx49.8cmx77.2cm(28in.x19.6in.x30.4in.)Weight:38.1kg(84lb.)Cubbybookcase:81.8cmx29.5cmx159.5cm(32.2in.x11.6in.x62.8in.)Weight:38.1kg(84lb.)",699.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=100176766-894&recipeName=470
"Bestar - Sutton 3-piece L-Shape Workstation, Lateral File and Commercial Bookcase","TheSuttonofficesetwillimpressthemostdiscerningoftasteswithitsfinebalanceofrichstylingandmodernaccents.Itisdesignedtomaximizeproductivityandworkspacefortoday’sbusyofficeenvironments.AllaccessoriesfortheSuttonsetfeaturedurable2.5cm(1in.)commercial-gradeworksurfaceswithscratch-,stain-andburn-resistantmelaminefinish.3-pc.setincludes:L-shapeworkstation,lateralfile,andcommercialbookcaseFeatures:Colour:BrownorgreyDurable2.5cm(1in.)commercial-gradeworksurfaceScratch,stainandburn-resistantmelaminefinishAssemblyrequiredMadeinCanadaL-ShapeWorkstation:Fullyreversibledesign,returnsetuponrightorleftsideKeyboardtrayonball-bearingslides2-TieredHutch:Uppersectionwithslidingfrosted-glassdoorsSidesectionwithopenstorageand1fixedshelfWithwiremanagementrailLateralFile:Ball-bearingslidesLetter/legalfilingsystemCommercialBookcase:3adjustableshelvesandtwofixedshelvesMiddleshelfinmelaminefinishwithPVCedgeFinishedbackMetalpinsforadjustableshelvesSpecifications:Dimensions(LxWxH):Workstation:159.3cmx165.1cmx159.5cm(62.7in.x65in.x62.8in.)Weight:111.6kg(246lb.)Lateralfile:71.1cmx49.8cmx77.2cm(28in.x19.6in.x30.4in.)Weight:38.1kg(84lb.)Commercialbookcase:30.1cmx90.2cmx167.3cm(11.9in.x35.5in.x65.9in.)Weight:38.1kg(84lb.)",749.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=100176767-894&recipeName=470
"Leonidas Chocolates Traditional Gold and Red Box, 1 kg","Surpriseyourlovedone;showyourappreciationtofriends,colleaguesandclients.Thisistheopportunitytooffertheworld’srenownedBelgianchocolates.Madeaccordingtocentury-oldtraditionsandflowninfreshfromBrussels.Leonidasguaranteesthefreshnessandqualityofitschocolates.Thesesarealwaysmadeaccordingtotraditionalmethods,usingonlythefinestingredientslike100%purecocoabutterforthecoating,naturalingredientslikefreshbutterandfreshcream,anddelicaciessuchashazelnutsfromTurkey,MorellocherriesfromthePérigord,almondsfromItalyandwalnutsfromGrenoble;inshort,thefinestingredientstheworldhastooffer.Leonidas’entireselectionofBelgianchocolatescomprisesover90differentindividualpiecesinivory,milkordarkchocolatecoveringswithawidevarietyoffillingssuchasfreshbuttercreams,ganacheswithfreshcreams,pralinefillings,softcaramelcentres,marzipananddeliciouslyfreshorangepeelcoveredindarkchocolate.Theassortmentofferedhereincludesthemostpopularchocolates.Features:1x1kg(35.2oz.)box–62chocolates",79.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=209178-894&recipeName=470
Leonidas – Tasting Gift Box,"Fortheperfectgiftforanyoccasion,hereisagiftboxcontainingaluxuryassortmentofeighthigh-qualityproducts.Youwillfindaboxof20LeonidaschocolatesimporteddirectlyfromBelgium,Leonidaschocolatespread,Belgianchocolatefondue,anassortmentofLeonidaschocolatebars,Miscelad'OrocoffeeimportedfromItalyandapacketofbiscuitsimportedfromBelgium.Thisvarietyofchocolateswillsatisfythemostdiscerningpalate.Enjoy!Features:Aboxof20LeonidasBelgianchocolates–315gAboxofBelgianchocolatefondue–425gAtinofMiscelad'Orocoffee–250gAjarofLeonidaschocolatespread–200gThreepacksofLeonidaschocolatebars–3x50gApacketofBelgianSpeculoosbiscuits–250g",84.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=347370-894&recipeName=470
"Godiva Footed Trifle Bowl Gift Basket, 8-pack","ThisitemmaycurrentlybeinstockatyourlocalCostcowarehouseforimmediatepurchaseatacashandcarryprice.EachsinglepackcontainsthelistingbelowIndulgewithafineselectionofdecadentGodivatruffles,chocolatecoveredgrahamcracker,richdarkchocolatehotcocoa,andchocolatecoveredpretzels.Thesedelicioustreatsarepresentedinarefinedfootedclearglassbowl,whichhasalovelyversatility,rangingfromservingtrifledesserts,displayingflowers,orusingasahurricanecandleholder.ThiselegantpieceisperfectfortheGodivaloverinyourlife.Features:Godivadarkchocolatecoveredpretzels–113g(4oz.)Godivamilkchocolatetruffles–30g(1.1oz.)Godivacrèmebrûléechocolatetruffles–30g(1.1oz.)Godivamilkchocolatecoveredgrahamcracker–28g(1oz.)Godivadarkchocolatehotcocoa–41g(1.5oz.)2GodivamilkchocolatecoveredBavarianpretzel–45g(1.6oz.)each1footedclearglassbowl",269.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1263221-894&recipeName=470
Tasty Treats Tower,"Winewlargersizeboxesandabrandnewdesign,therearenowmoretastytreatsreadyforsharingathomeortheoffice.Theblackandgolddesignboxeslookverysleekandsophisticated—awonderfulgifttomakeagoodimpression.Eachboxisfilledtothetopwithyummysnackssuchasseasaltcaramelchews,chocolatechews,specialtycaramelnutpopcorn,yummyjumbocookies,peanutbutteranddarkchocolatepretzelsandmore.Openeachboxtodiscoveranewanddifferenttaste!Features:UnionStreetkettlecorn–200g(7.1oz.)CharlieandSam’sNutoriouscaramelpopcornwithpecansandalmonds–140g(4.9oz.)CharlieandSam’speanutbutteranddarkchocolatepretzels–150g(5.3oz.)Bratsdarkchocolateraspberrychocolates–100g(3.5oz.)Bratsseasaltcaramelchews–100g(3.5oz.)Bratsdarkchocolatetoffeechews–100g(3.5oz.)Patisseriechocolatechipcookies–200g(7.1oz.)Patisserietriplepassioncookies–200g(7.1oz.)",39.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=6622500-894&recipeName=470
"Tinsel Town Gift Basket, 10-pack","EachsinglepackcontainsthelistingbelowLooknofurtherforthemostfestivegiftoftheholidayseason!Including10individualgiftbaskets,theTinselTown10-packisnotonlyofincomparablevalue,itistheeasiestwaytoensurethateveryoneonyourlistreceivestheperfectgiftfilledwithanabundanceofdecadent,sweettreats.Whatbetterwaytocelebratetheseasonofgivingthanwithpremiumindulgenceseveryoneissuretolove!Features:Cupidomintchocolatesticks–125g(4.4oz.)Cupidopralinechocolate–125g(4.4oz.)Lindormilkchocolatebar–100g(3.5oz.)Dabble&Drizzlecaramels'moresmix–120g(4.2oz.)Forumcoffeecookies–175g(6.2oz.)Oubliesbiscuits–125g(4.4oz.)Dabble&Drizzleminttwists–78g(2.8oz.)Keepsakewoodennutcracker",399.97,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1256986-894&recipeName=470
Bestar - Sutton L-Shape Workstation,"AssemblyRequiredTheSuttonworkstationwillimpressthemostdiscerningoftasteswithitsfinebalanceofrichstylingandmodernaccents.Itisdesignedtomaximizeproductivityandworkspacefortoday’sbusyofficeenvironments.Features:Colour:BrownorgreyDurable2.5cm(1in.)commercial-gradeworksurfacewithscratch-,stain-andburn-resistantmelaminefinishFullyreversibledesign,returnsetuponrightorleftsideKeyboardtrayonball-bearingslides2-tieredhutch:Uppersectionwithslidingfrosted-glassdoorsSidesectionwithopenstorageand1fixedshelfWiremanagementrailReadytoassembleSpecifications:Dimensions(LxWxH):159.2cmx165.0cmx159.4cm(62.6in.x65in.x62.8in.)Weight:111.6kg(246lb.)Warranty:10yearslimitedwarrantyModel:88420-47",469.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=100176757-894&recipeName=470
Mary Macleod's Shortbread Red Gift Box 6-pack,"MaryMacleod'sshortbreadisadeliciousgiftforanyoccasion!Makegiftingtoclients,staffandjustaboutanyone,veryeasywiththismultipackof6elegantredgiftboxes.EachoneisfilledwithMary’ssignatureBelgianchocolatecrunchshortbread.Andyes,therereallyisaMary!Sheandherteamofartisanalbakershavebeenhand-makingall-butter,all-natural,small-batchcookiesthesamewayforover35years!Features:MaryMacleod’shandmadeallbuttergourmetshortbreadcookiesRedgiftboxisfinishedwithabeautifulgrosgraingiftbowEachboxcontains6x20g(0.7oz.)chocolatecrunchshortbreadcookiesBoxesare10.2cmx10.2cmx8.9cm(4in.x4in.x3.5in.)Manuals,Information&GuidesNutritionalFactsandIngredientsList",54.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1190546-894&recipeName=470
"Mary Macleod’s Red Ornament Snowman Tin, 6-pack","Withafestivesnowmandesign,thisornamenttinistheperfectgiftfortheholidays,featuringasnowmantin,readytohangonthetree,andfilledwith6ofMary’ssignatureBelgianChocolateCrunchShortbreadcookies.Thistincomeswithagift-tagthatmakesiteasytogiveasagifttostaff,colleagues,teachers,friendsandfamily.Simplyhangonthetreeandletthepleasureofyourfamilyfindingittakeplace,ordecorateyourChristmastablewithadelicioustreatandfondChristmasmemories.MaryMacleodandherteamofartisanalbakershavebeenhand-makingall-butter,all-natural,small-batchcookiesthesamewayforover35years.Features:6tinornamentswithasnowmandesign6ChocolateCrunchcookiespackedinafoilpouchpertin20g(0.7oz.)each",64.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1270750-894&recipeName=470
Tinsel Town Gift Basket,"Looknofurtherforthemostfestivegiftoftheholidayseason!TheTinselTownGiftbasketisnotonlyofincomparablevalue,itistheeasiestwaytoensurethateveryoneonyourlistreceivestheperfectgiftfilledwithanabundanceofdecadent,sweettreats.Whatbetterwaytocelebratetheseasonofgivingthanwithpremiumindulgenceseveryoneissuretolove!Features:Cupidomintchocolatesticks–125g(4.4oz.)Cupidopralinechocolate–125g(4.4oz.)Lindormilkchocolatebar–100g(3.5oz.)Dabble&Drizzlecaramels'moresmix–120g(4.2oz.)Forumcoffeecookies–175g(6.2oz.)Oubliesbiscuits–125g(4.4oz.)Dabble&Drizzleminttwists–78g(2.8oz.)Keepsakewoodennutcracker",39.97,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=2256986-894&recipeName=470
Bestar - Sutton Lateral File,"AssemblyRequiredTheSuttonofficesetwillimpressthemostdiscerningoftasteswithitsfinebalanceofrichstylingandmodernaccents.Itisdesignedtomaximizeproductivityandworkspacefortoday’sbusyofficeenvironments.AllaccessoriesfortheSuttonsetfeaturedurable2.5cm(1in.)commercial-gradeworksurfaceswithscratch-,stain-andburn-resistantmelaminefinish.Features:Colour:BrownorgreyDurable2.5cm(1in.)commercial-gradeworksurfacewithscratch-,stain-andburn-resistantmelaminefinishDrawerswithball-bearingslidesandletter/legalfilingsystemReadytoassembleMadeinCanadaSpecifications:Dimensions(LxWxH):71cmx49.8cmx77.1cm(28in.x19.6in.x30.4in.)Weight:36.3kg(80lb.)",179.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=100176765-894&recipeName=470
Mary Macleod's Shortbread - Twin Tins of Shortbread Cookies,"MaryMacleod'sshortbreadisanelegantgiftforanyoccasionoraspecialtreatforyou.TheredtinisfilledtothebrimwithMary'ssignaturecookie:Belgianchocolatecrunchshortbread.ThegoldtinisloadedwithanassortmentofMaryMacleod’smostpopularflavours:traditional,BelgianchocolatecrunchandDutchchocolateshortbread.Andyes,therereallyisaMary!Sheandherteamofartisanalbakershavebeenhand-makingall-butter,all-natural,small-batchcookiesthesamewayforover35years!Features:RedtinwithBelgianchocolatecrunchshortbread–1kg(2.2lb.)Goldtinwithassortedshortbreadflavours–1kg(2.2lb.)Model:FG2LTRCGAManuals,Information&GuidesNutritionalFactsandIngredientsList",99.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=295761-894&recipeName=470
"Mary Macleod’s Maple Leaf Shortbread Cookies, 15-pack","What’smoreCanadianthanamapleleafshortbreadcookie,madewithpuremaplesyrupandbakedinCanadabyCanadians?Literallynothing.Thispackof15isgreatforCanadacelebrations,clients,colleagues,classmatesandmore.MaryMacleod’steamofartisanalbakershavebeenhandmakingall-butter,all-natural,small-batchcookiesthesamewayforover35years.Features:Handmade,all-buttershortbreadwithanaddedcrunchofmaplesugarpiecesthroughoutthecookieIndividuallywrappedwitharedbowforgiftgivingandcelebratingCanadaEachboxcontains15mapleleafshapedcookiesAtasteofCanadaineverybite",64.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1270752-894&recipeName=470
Mary Macleod’s Shortbread - Shortbread Cookies Harvest Gift Box,"MaryMacleod’sShortbreadisanelegantgiftforanyoccasionandawonderfulwaytogivethanksfortheblessingsinyourlife.Asahostessgiftorforanunforgettableafter-dinnertreat,theHarvestboxcontains2treasures:a17.8-cm(7-in.)roundpackageofMary’ssignatureChocolateCrunchcookiesandaunique12-packoftheSelectionShortbread,tiedupinpretty,bows.Andyes,therereallyisaMary!Sheandherteamofartisanalbakershavebeenhand-makingall-butter,all-natural,small-batchcookiesthesamewayforover35years!Features:ElegantgiftpackageHand-made,all-butter,all-naturalshortbreadOne17.8-cm(7-in.)clearroundofBelgianchocolatecrunchshortbread–450g(15.9oz.)Selectionof12handrolledshortbreadin6flavours–240g(8.5oz.)Model:FGFALLHGFTBXManuals,Information&GuidesNutritionalFactsandIngredientsList",49.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=328425-894&recipeName=470
Mary Macleod's Shortbread - Pillow Boxes of Shortbread Cookies 6-pack ,"Crosssixfolksoffyougiftgivinglistatoncewiththenewpillowboxcollection.InsideeachattractivenaturalKraftpaperboxisonedozenofMary’ssignaturecookie–ChocolateCrunchShortbread–justperfectforteacher,secretary,neighboursandmore!Thisconvenientcaseofsixindividualboxesisanexcellentandcost-effectivechoiceforcorporategifting.Andyes,therereallyisaMary!Sheandherteamofartisanalbakershavebeenhand-makingall-butter,all-natural,small-batchcookiesthesamewayforover35years!Features:12ChocolateShortbreadinanelegantKraftpillowbox–6x240g(8.5oz.)EachboxisdecoratedwithaneleganttartanribbonModel:FGPILBXKRSIXManuals,Information&GuidesNutritionalFactsandIngredientsList",99.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=335317-894&recipeName=470
Bestar - Bookcase ,"TheBestarbookcasewillimpressthemostdiscerningoftasteswithitsfinebalanceofrichstylingandmodernaccents.Itisdesignedtomaximizestoragefortoday’sbusyofficeenvironments.Features:Colour:Brown,darkbrownorgreyCommercialbookcaseThreeadjustableshelvesandtwofixedshelvesMiddleshelfinmelaminefinishwithPVCedgetomatchtheSuttonworkstationFinishedbackMetalpinsforadjustableshelvesAssemblyrequiredMadeinCanadaSpecifications:Dimensions(LxWxH):30.1cmx90.2cmx167.3cm(11.9in.x35.5in.x65.9in.)Weight:38.1kg(84lb.)Model:44700-69",179.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=100215654-894&recipeName=470
Bestar - Cubby Bookcase,"AssemblyRequiredTheBestarcubbybookcasewillimpressthemostdiscerningoftasteswithitsfinebalanceofrichstyling,warmtonesandmodernaccents.Itisdesignedtomaximizestoragefortoday’sbusyofficeenvironments.Features:Colour:Brownorgrey1.9cm(3/4in.)scratch,stainandburn-resistantmelaminefinish4shelvesand8separatecompartmentsReadytoassembleMadeinCanadaSpecifications:Dimensions(LxWxH):29.6cmx81.7cmx159.4cm(11.6in.x32.4in.x62.8in.)Weight:36.3kg(80lb.)Model:88700-1169",139.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=10320960-894&recipeName=470
NAGI – Chocolate Almond Makaroons,"EntirelyhandcraftedinsmallbatchesNAGIhascreatedtheirMAKAROONSusingonlythefinestrawandorganicingredients(ofcourse!).Thesenutrientdense“powerballs”arepowerpackedandwillsatisfyyoursweettoothwithoutsendingyourbloodsugarsoaring.Theyalsocontainahealthyamountofprotein,fiber,andgoodfatsyourbodyneeds.Features:16x2packunitsOrganicVegan–plantbasedGluten-freeSoyfreeDairyfree5gofproteinand3goffibre/ballBasedonnuts,super-seedsandcoconut.NOFRUITDelicious,Nutrientdense7monthshelflifefromdateofmanufactureFormaximumshelflifestoreinacoolanddryplaceContainstreenuts.Maycontaintracesofpeanutsand/orsesameMaycontainfragmentsofnut/seedshells.Manuals,Information&GuidesNutritionalFacts",39.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1213820-894&recipeName=470
Sorini Chocolate Truffle Pails 8-pack,"EachsinglepackcontainsthelistingbelowWhatanenchantinggiftforloversoffineEuropeanchocolate!DeliciousSorinimilkchocolatetrufflesarepackagedinafestiveshinymetalpailwithanembosseddiamondpattern.Thesedelightfulpailsareaversatilekeepsaketobeusedforplants,flowersorotherhomedecor.Makesalovelyhostorhostessgift,orforanyoneinyourlifewhoappreciatesfinequalityEuropeanchocolate.Features:Sorinimilkchocolatepralineswithhazelnutandcerealfilling–408g(14.4oz.)",99.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=5260016-894&recipeName=470
Made Good Chocolate Chip Organic Granola Bar,"Glutenfreeoatsanddeliciouschocolatechipsthatdeliverantioxidantsandthenutrientsofonefullservingofvegetableswhilesatisfyingyoursweettooth.Peanutfree,treenutfree,wheatfree,dairy-freeandalsofreefromegg,soy,sesame,fishandshellfish.Madeinadedicatednutfreefacility.Gluten-freeandveganwith90caloriesand6-7gramsofsugar.Features:CertifiedorganicandfreefromtopallergensCertifiedgluten-freeContainsnutrientsfoundinoneservingofvegetablesfrom6vegetablesourcesNon-GMOverified",39.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1226755-894&recipeName=470
Kirkland Signature Chocolate Nutrition Shake 2-pack,"ThisitemmaycurrentlybeinstockatyourlocalCostcowarehouseforimmediatepurchaseatacashandcarryprice.KirklandSignature™NutritionShakesupplieskeynutrients.Thisshakeisdesignedtohelpsupplementyourdailynourishmentbyproviding9gramsofproteinand23vitaminsandminerals.Whetheryouhaveaspecificnutritionalneedorjustwanttohelpbalanceyourdiet,thisconvenient,nutritionon-the-gocontainerallowsyoutomeetthosedesires.TheKirklandSignature™shakeformulaisofferedinanenvironmentallyfriendlyandshelf-stableTetraPak.Features9gramsOfProteinPerServingProvides23EssentialVitamins&MineralsForOverallWellnessGreatSourceofCalciumGlutenFreeTransFatFreeTotalof64shakesof242mLeach",49.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1266868-894&recipeName=470
"LeanFit Naturals Whey Protein Chocolate, 2-pack","ThisitemmaycurrentlybeinstockatyourlocalCostcowarehouseforimmediatepurchaseatacashandcarryprice.FuelyourpersonalhealthandfitnessgoalswithLeanfit®naturalswhey,anexcellentsourceofproteinforallages.Leanfit®naturalswheyuses100%naturalflavourandpure,naturalsteviatoprovidejusttherightamountofsweetnessandflavourtodelightyourtastebuds.Notonlyisitdeliciousandnutritious,butLeanFit®NaturalsWheyusesonlynon-GMOingredientstosuityourhealthylifestyle.Yourbodywillthankyouformakingthesmartchoice!Convenient,nutritiousandnaturallygreattasting.Features:2x2kg(70.5oz.)Chocolateflavour25gproteinperservingfrom100%crossflowmicrofilteredwheyproteinsourcesHighinBCAA’s–5.5gBCAAsperservingtopromoteworkoutrecoveryCertifiedbyInformedChoicetobefreeofbannedsubstances64fullservingspercontainerGreattastingandeasytomix130caloriesperservingNoaddedsugar100%naturalflavoursandsweetenersNon-GMONofillers,nopreservatives,noartificialingredientsFreefromgluten,wheat,eggs,nutsandsoySuitableforvegetarians",85.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1260788-894&recipeName=470
Made Good Chocolate Banana Organic Granola Minis,"Deliciouscombinationofsweetbananaandrichchocolate.MadewithGluten-FreeOatsandallergyfriendly,Organic,Non-GMO,theseMadeGoodsnackscontainonefullservingofvegetables,freefromthe8commonallergens.Smallgranolabitesareperfectforsharingandlovedbykids.Features:CertifiedorganicandfreefromtopallergensCertifiedglutenfreeContainsnutrientsfoundinoneservingofvegetablesfrom6vegetablesourcesNon-GMOVerifiedKosherParve",39.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1226730-894&recipeName=470
Okanagan Gluten Free Chocolate Coconut Energy Bars ,"Withdelectablechocolateandcoconut,energybarshavenevertastedsogood.Fulloffruit,gluten-freeoats,sunflower,flax,andanenergeticblendofpeaprotein,greenteaandginseng,thesebarsrepresentahealthyenergyboostforjam-packeddays.Features:35x50g(1.7oz.)energybars7gplantproteinperbarMadewithpeaproteinGinsengandgreenteaextractHighinironSourceoffibre,potassium,calciumandomega-3polyunsaturatedfattyacidsNopreservatives,artificialcoloursorflavoursGlutenfreeNutfreeVeganManuals,Information&GuidesNutritionFacts",34.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=501650-894&recipeName=470
Galerie au Chocolat Vegan Dark Chocolate Drops,"GalerieauChocolathasbeenproducingpremiumchocolateinCanadausingBelgiancouverturessince1985.Overtheyears,theyhavedevelopedwiththeirsupplierstheirowncustomblendsofbeans.Theyarenowproudtoofferyouthreeoftheseextraordinaryblendsineasytomeltdrops.Eatthemrightoutofthebag,meltthemforfonduesorusetheminbaking.Features:DarkchocolatewithamildbitternesswithafreshfruitynoteCompletelydairyfree55%Cocoa2x5kg(10.1lbs)bagsBelgianChocolatePeanutFreeManuals,Information&GuidesNutritonalFactsandValues",129.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1224903-894&recipeName=470
"Lincoln Park 5-piece Crib Set, Chocolate","TheChildCraftLincolnParkcollection’smid-centurymodernstyleiscasual,contemporarywithanurbantwist.Theelegantpictureframedesign,cleanlines,turnedtaperedlegswithdecorativemetalcaps,andattractivehardwarewillbe“pictureperfect”inbaby’sroom.Features:Colour:BrownNonToxicFinishChildCraftLegacyCollectionCrib:ConstructedofpoplarwoodandveneersCribconvertstoatoddlerbed,daybedandfull-sizebedCribsareconstructedofpoplarwoodandveneersStrongmetalmattresssupportwith3adjustableheightoptionsincludedFullBedConversionrequiresstandardmetalbedframe(NotIncluded)Dresser:Constructedofpoplarwoodandveneers6drawersEnglishdovetailjoineryinboththefrontandthebackAhallmarkofqualityconstructionWoodcornerblocksattachedunderneathdrawerprovideaddedstrengthandsupportAdult-sizeddrawersprovidegenerousstoragespaceHigh-qualityfull-extensionballbearingglidesprovidesmoothopenandcloseDrawerinteriorsarefinelysandedsotheysmoothtothetouchFelt-linedtopdrawersaddathoughtfulfinishingtouchNightstand:Allwood1drawerHigh-qualityfull-extensionballbearingglidesprovidesmoothopenandcloseDrawerinteriorsarefinelysandedsotheyaresmoothtothetouchSpecifications:Dimensions(LxWxH):ConvertibleCrib:142.24cmx80.26cmx88.39cm(56in.x31.6in.x34.8in.)Weight:37.6kg(83lb.)Dresser:142.24cmx48.26cmx86.36cm(56in.x19in.x34in.)Weight:75.3kg(166lb.)Nightstand:63.5cmx45.72cmx64.77cm(25in.x18in.x25.5in.)Weight:17.69kg(39lb.)","1,599.99",https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1193542-894&recipeName=470
Callebaut 70% Dark Chocolate Blocks 10 kg,"Callebautisoneofthemostfamousnamesinthechocolateindustry.ThisfabulousBelgianchocolateisofferedin5kgblocks.Youcanbreakthemupinpiecestoserveataparty,usethemtobakeortomakeyourownchocolatesathome.Features:70-30-38NV:Alittlemorebitter,intensebutagreat70%darkchocolate70%cocoacontentTwo5kgblocksBelgianchocolatePeanutandtreenutfree",129.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=301180-894&recipeName=470
Callebaut 53% Dark Chocolate Blocks 10 kg,"Callebautisoneofthemostfamousnamesinthechocolateindustry.ThisfabulousBelgianchocolateisofferedin5kgblocks.Youcanbreakthemupinpiecestoserveataparty,usethemtobakeortomakeyourownchocolatesathome.Features:811:Thedarkchocolate“standard”reference–verysmooth,veryflexible,canbeusedinmanyapplications53%cocoacontentTwo5kgblocksBelgianchocolatePeanutandtreenutfree",109.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=301178-894&recipeName=470
"Laura Secord Hot Chocolate Mix, 96 K-Cup Pods",LauraSecordsignsthisintenseandcreamyhotchocolate.Thisrichandrefinedbeveragewillremindyouofthefinesseandtheexpertiseoftherenownedchocolatierateachdelicioussip.ForproductandwarrantyrelatedquestionspleasecontactKeurigat1-800-361-5628,78.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=439856-894&recipeName=470
"Lincoln Park 4-piece Crib Set, Chocolate","TheChildCraftLincolnParkcollection’smid-centurymodernstyleiscasual,contemporarywithanurbantwist.Theelegantpictureframedesign,cleanlines,turnedtaperedlegswithdecorativemetalcaps,andattractivehardwarewillbe“pictureperfect”inbaby’sroom.Features:Colour:BrownNonToxicFinishChildCraftLegacyCollectionCrib:ConstructedofpoplarwoodandveneersCribconvertstoatoddlerbed,daybedandfull-sizebedCribsareconstructedofpoplarwoodandveneersStrongmetalmattresssupportwith3adjustableheightoptionsincludedFullBedConversionrequiresstandardmetalbedframe(NotIncluded)Dresser:Constructedofpoplarwoodandveneers6drawersEnglishdovetailjoineryinboththefrontandthebackAhallmarkofqualityconstructionWoodcornerblocksattachedunderneathdrawerprovideaddedstrengthandsupportAdult-sizeddrawersprovidegenerousstoragespaceHigh-qualityfull-extensionballbearingglidesprovidesmoothopenandcloseDrawerinteriorsarefinelysandedsotheysmoothtothetouchFelt-linedtopdrawersaddathoughtfulfinishingtouchSpecifications:Dimensions(LxWxH):ConvertibleCrib:142.24cmx80.26cmx88.39cm(56in.x31.6in.x34.8in.)Weight:37.6kg(83lb.)Dresser:142.24cmx48.26cmx86.36cm(56in.x19in.x34in.)Weight:75.3kg(166lb.)","1,399.99",https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1193546-894&recipeName=470
